architecture	signal_strength	source_regime	method	dominant_source_fraction	mean_dependency_group_size	label_noise_fraction	metric	successes	replicates	rate	ci95_low	ci95_high	mean_margin	median_margin
full	0.35	homogeneous	source_equal_dependency_collapsed	0.85	15	0.15	full_route_recovered	249	400	0.6225	0.5729782861394235	0.6701946313283238	0.09909741613587691	0.09925186983147395
full	0.35	homogeneous	source_equal_dependency_collapsed	0.85	15	0.3	full_route_recovered	193	400	0.4825	0.4325681000986893	0.5326926573811865	0.04690573647918901	0.0477652969910438
full	0.65	dominant_adversarial	raw_pooled	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2590583333333333	0.2633333333333333
full	0.65	dominant_adversarial	raw_pooled	0.2	1	0.15	full_route_recovered	397	400	0.9925	0.9782393314855828	0.9984506410500943	0.15477499999999997	0.1533333333333333
full	0.65	dominant_adversarial	raw_pooled	0.2	1	0.3	full_route_recovered	292	400	0.73	0.6836440009316515	0.7729153041183728	0.0672083333333333	0.0666666666666667
full	0.65	dominant_adversarial	raw_pooled	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2536294221213884	0.25788566685313175
full	0.65	dominant_adversarial	raw_pooled	0.2	5	0.15	full_route_recovered	399	400	0.9975	0.9861502300379867	0.9999367074830952	0.15444836153622563	0.15436317372195224
full	0.65	dominant_adversarial	raw_pooled	0.2	5	0.3	full_route_recovered	394	400	0.985	0.9676387055192249	0.9944758904954193	0.0784052639389325	0.07814008752868375
full	0.65	dominant_adversarial	raw_pooled	0.2	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2601481862602562	0.26188067944642457
full	0.65	dominant_adversarial	raw_pooled	0.2	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.15765429223636235	0.1570952856163519
full	0.65	dominant_adversarial	raw_pooled	0.2	15	0.3	full_route_recovered	398	400	0.995	0.9820558553944145	0.9993939021906778	0.07922703909259253	0.0789010432263281
full	0.65	dominant_adversarial	raw_pooled	0.5	1	0.0	full_route_recovered	62	400	0.155	0.1209492776063571	0.19425290454100094	0.0022916666666666667	0.0033333333333334
full	0.65	dominant_adversarial	raw_pooled	0.5	1	0.15	full_route_recovered	60	400	0.15	0.11645847860739877	0.18882213648190585	-0.0016416666666666637	-0.0033333333333332
full	0.65	dominant_adversarial	raw_pooled	0.5	1	0.3	full_route_recovered	59	400	0.1475	0.11421808448897146	0.18610184321336726	-0.00011666666666666845	0.0
full	0.65	dominant_adversarial	raw_pooled	0.5	5	0.0	full_route_recovered	73	400	0.1825	0.14586703379617733	0.22390761249981145	-0.002054807342616817	-0.0029991688647654
full	0.65	dominant_adversarial	raw_pooled	0.5	5	0.15	full_route_recovered	51	400	0.1275	0.09642507330436255	0.16421205843734557	6.149987908014555e-05	0.00321855512047565
full	0.65	dominant_adversarial	raw_pooled	0.5	5	0.3	full_route_recovered	80	400	0.2	0.16189520044951383	0.24261004974335762	0.0020751637319121013	0.0013377932406989498
full	0.65	dominant_adversarial	raw_pooled	0.5	15	0.0	full_route_recovered	79	400	0.1975	0.15959801549595984	0.23994561558504462	-0.0017624445889838241	-0.00497975438818185
full	0.65	dominant_adversarial	raw_pooled	0.5	15	0.15	full_route_recovered	62	400	0.155	0.1209492776063571	0.19425290454100094	0.000776267149850699	0.00010960105217005
full	0.65	dominant_adversarial	raw_pooled	0.5	15	0.3	full_route_recovered	37	400	0.0925	0.0659659425906885	0.1252433130966568	-0.0005746039799221257	-0.00076728192014975
full	0.65	dominant_adversarial	raw_pooled	0.85	1	0.0	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.30493333333333333	-0.3033333333333333
full	0.65	dominant_adversarial	raw_pooled	0.85	1	0.15	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.18353333333333327	-0.1833333333333333
full	0.65	dominant_adversarial	raw_pooled	0.85	1	0.3	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.09139999999999997	-0.0933333333333333
full	0.65	dominant_adversarial	raw_pooled	0.85	5	0.0	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.3059680688890025	-0.30519503887924937
full	0.65	dominant_adversarial	raw_pooled	0.85	5	0.15	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.18111938037116154	-0.18048318610073824
full	0.65	dominant_adversarial	raw_pooled	0.85	5	0.3	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.09121558070894137	-0.09087827426810474
full	0.65	dominant_adversarial	raw_pooled	0.85	15	0.0	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.3031739050214406	-0.3053490223904394
full	0.65	dominant_adversarial	raw_pooled	0.85	15	0.15	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.1819739225634141	-0.18073273369236545
full	0.65	dominant_adversarial	raw_pooled	0.85	15	0.3	full_route_recovered	0	400	0.0	0.0	0.00917980458366526	-0.09242241266548155	-0.09263536643190046
full	0.65	dominant_adversarial	source_equal	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2586873535472124	0.26064408382850524
full	0.65	dominant_adversarial	source_equal	0.2	1	0.15	full_route_recovered	396	400	0.99	0.9745951990926638	0.9972688040287571	0.15380757472765083	0.15367319583159839
full	0.65	dominant_adversarial	source_equal	0.2	1	0.3	full_route_recovered	293	400	0.7325	0.6862520676736651	0.7752694763999538	0.06719658940827937	0.06738634667647625
full	0.65	dominant_adversarial	source_equal	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2536764527630856	0.256520179375332
full	0.65	dominant_adversarial	source_equal	0.2	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.15413866675867932	0.1558917988994164
full	0.65	dominant_adversarial	source_equal	0.2	5	0.3	full_route_recovered	396	400	0.99	0.9745951990926638	0.9972688040287571	0.07896178828083766	0.0785608696269353
full	0.65	dominant_adversarial	source_equal	0.2	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2576291916610672	0.2577635922713033
full	0.65	dominant_adversarial	source_equal	0.2	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.15698932946407923	0.15715809896345365
full	0.65	dominant_adversarial	source_equal	0.2	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.07924376767333484	0.0793288960393849
full	0.65	dominant_adversarial	source_equal	0.5	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.26168423938191815	0.26541420878768907
full	0.65	dominant_adversarial	source_equal	0.5	1	0.15	full_route_recovered	389	400	0.9725	0.9513284510919109	0.9861938697657968	0.15024873050580786	0.1496265474857732
full	0.65	dominant_adversarial	source_equal	0.5	1	0.3	full_route_recovered	239	400	0.5975	0.5476157756295734	0.6459305609376007	0.06628382800178698	0.06978256080222076
full	0.65	dominant_adversarial	source_equal	0.5	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2619039281460036	0.26278354679001603
full	0.65	dominant_adversarial	source_equal	0.5	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.1562518806803305	0.1558252161161962
full	0.65	dominant_adversarial	source_equal	0.5	5	0.3	full_route_recovered	368	400	0.92	0.8889394753403588	0.9446383344150235	0.07873831713969358	0.0802959973628828
full	0.65	dominant_adversarial	source_equal	0.5	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2613242062228662	0.2628630802701077
full	0.65	dominant_adversarial	source_equal	0.5	15	0.15	full_route_recovered	399	400	0.9975	0.9861502300379867	0.9999367074830952	0.15713772757369465	0.15891194512482676
full	0.65	dominant_adversarial	source_equal	0.5	15	0.3	full_route_recovered	393	400	0.9825	0.9642771264063807	0.9929358717792461	0.07702055823159881	0.0768418193685087
full	0.65	dominant_adversarial	source_equal	0.85	1	0.0	full_route_recovered	374	400	0.935	0.9062079801035046	0.9571039986152016	0.24709663382392924	0.2510164835164834
full	0.65	dominant_adversarial	source_equal	0.85	1	0.15	full_route_recovered	237	400	0.5925	0.5425588638770359	0.6410621070895297	0.13737935109603175	0.1397529704546545
full	0.65	dominant_adversarial	source_equal	0.85	1	0.3	full_route_recovered	71	400	0.1775	0.141310828524459	0.21854112986687121	0.031796049778984405	0.033798570907004596
full	0.65	dominant_adversarial	source_equal	0.85	5	0.0	full_route_recovered	373	400	0.9325	0.9033080931469479	0.9550491988077467	0.2443985059315014	0.250940556549911
full	0.65	dominant_adversarial	source_equal	0.85	5	0.15	full_route_recovered	319	400	0.7975	0.7547278713800812	0.8358052274395471	0.1468168146069771	0.15181659283317422
full	0.65	dominant_adversarial	source_equal	0.85	5	0.3	full_route_recovered	186	400	0.465	0.4152881045171254	0.515233440921943	0.06354769266521303	0.06329464354368475
full	0.65	dominant_adversarial	source_equal	0.85	15	0.0	full_route_recovered	375	400	0.9375	0.9091176304486912	0.9591485429904449	0.2507284124205173	0.25276315027335655
full	0.65	dominant_adversarial	source_equal	0.85	15	0.15	full_route_recovered	356	400	0.89	0.8551524139500626	0.9189278374589365	0.14889701380656362	0.1521594094764817
full	0.65	dominant_adversarial	source_equal	0.85	15	0.3	full_route_recovered	272	400	0.68	0.6318282078215753	0.7254836729704917	0.07235481408540491	0.07302498882043734
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2586873535472124	0.26064408382850524
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	1	0.15	full_route_recovered	396	400	0.99	0.9745951990926638	0.9972688040287571	0.15380757472765083	0.15367319583159839
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	1	0.3	full_route_recovered	293	400	0.7325	0.6862520676736651	0.7752694763999538	0.06719658940827937	0.06738634667647625
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.25492800010430233	0.25724560964149734
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.1543162491032388	0.15514915258284284
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	5	0.3	full_route_recovered	395	400	0.9875	0.9710716562147131	0.9959291641554002	0.07893547758795258	0.07991370957315905
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.25750777386229684	0.2583332192909866
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.15680627855738538	0.15496072983300305
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.2	15	0.3	full_route_recovered	399	400	0.9975	0.9861502300379867	0.9999367074830952	0.07917126971841813	0.0793798045847583
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.26168423938191815	0.26541420878768907
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	1	0.15	full_route_recovered	389	400	0.9725	0.9513284510919109	0.9861938697657968	0.15024873050580786	0.1496265474857732
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	1	0.3	full_route_recovered	239	400	0.5975	0.5476157756295734	0.6459305609376007	0.06628382800178698	0.06978256080222076
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.26283308762731705	0.2618554000816581
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.1570334429063172	0.15694757274829854
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	5	0.3	full_route_recovered	368	400	0.92	0.8889394753403588	0.9446383344150235	0.07761293842256568	0.07800775943929139
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2619297952625924	0.26131554761512216
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	15	0.15	full_route_recovered	399	400	0.9975	0.9861502300379867	0.9999367074830952	0.15711570073479864	0.1587581458949479
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.5	15	0.3	full_route_recovered	395	400	0.9875	0.9710716562147131	0.9959291641554002	0.07666924214219067	0.07648433358978621
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	1	0.0	full_route_recovered	374	400	0.935	0.9062079801035046	0.9571039986152016	0.24709663382392924	0.2510164835164834
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	1	0.15	full_route_recovered	237	400	0.5925	0.5425588638770359	0.6410621070895297	0.13737935109603175	0.1397529704546545
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	1	0.3	full_route_recovered	71	400	0.1775	0.141310828524459	0.21854112986687121	0.031796049778984405	0.033798570907004596
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	5	0.0	full_route_recovered	385	400	0.9625	0.9389030233760993	0.9788623252156511	0.24929653470579943	0.2513281419250197
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	5	0.15	full_route_recovered	326	400	0.815	0.7734130851037768	0.8518508638569526	0.1486405318251743	0.15320626146797164
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	5	0.3	full_route_recovered	194	400	0.485	0.43504155717061616	0.5351819480889384	0.06315911432566475	0.0632828940219006
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	15	0.0	full_route_recovered	377	400	0.9425	0.9149684047021895	0.9632044804907284	0.25189615123639136	0.256240605344191
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	15	0.15	full_route_recovered	361	400	0.9025	0.869127904567364	0.9297464309818849	0.15023487903757907	0.15136807990788304
full	0.65	dominant_adversarial	source_equal_dependency_collapsed	0.85	15	0.3	full_route_recovered	277	400	0.6925	0.6447228859748411	0.737401264573848	0.07288462284170358	0.07354643952583426
full	0.65	homogeneous	raw_pooled	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4044416666666667	0.4066666666666666
full	0.65	homogeneous	raw_pooled	0.2	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2326833333333333	0.2333333333333333
full	0.65	homogeneous	raw_pooled	0.2	1	0.3	full_route_recovered	377	400	0.9425	0.9149684047021895	0.9632044804907284	0.10269166666666661	0.1033333333333333
full	0.65	homogeneous	raw_pooled	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.401878136213902	0.4042890075369382
full	0.65	homogeneous	raw_pooled	0.2	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23808291624658529	0.23851757159335496
full	0.65	homogeneous	raw_pooled	0.2	5	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11558563148714417	0.11665519013181119
full	0.65	homogeneous	raw_pooled	0.2	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.40553620040417315	0.40662251655629134
full	0.65	homogeneous	raw_pooled	0.2	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24177156032841926	0.24159327849950396
full	0.65	homogeneous	raw_pooled	0.2	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.12054823800145156	0.1207747806922672
full	0.65	homogeneous	raw_pooled	0.5	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4060249999999999	0.4066666666666666
full	0.65	homogeneous	raw_pooled	0.5	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2316333333333333	0.23
full	0.65	homogeneous	raw_pooled	0.5	1	0.3	full_route_recovered	372	400	0.93	0.9004174842299392	0.952984671599821	0.10143333333333329	0.0999999999999999
full	0.65	homogeneous	raw_pooled	0.5	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.39967140664898637	0.4021881776648677
full	0.65	homogeneous	raw_pooled	0.5	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24210955499037723	0.2422155158483209
full	0.65	homogeneous	raw_pooled	0.5	5	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11493310809740154	0.1144001044335585
full	0.65	homogeneous	raw_pooled	0.5	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.39973850424739443	0.4020047149882333
full	0.65	homogeneous	raw_pooled	0.5	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24262991159029496	0.24283949801116095
full	0.65	homogeneous	raw_pooled	0.5	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11977856390323781	0.119106002849972
full	0.65	homogeneous	raw_pooled	0.85	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.40456666666666663	0.4033333333333334
full	0.65	homogeneous	raw_pooled	0.85	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23174999999999998	0.2333333333333334
full	0.65	homogeneous	raw_pooled	0.85	1	0.3	full_route_recovered	385	400	0.9625	0.9389030233760993	0.9788623252156511	0.10421666666666664	0.1033333333333333
full	0.65	homogeneous	raw_pooled	0.85	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.40135030116168713	0.4025230329344488
full	0.65	homogeneous	raw_pooled	0.85	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23893935168003197	0.24038461538461536
full	0.65	homogeneous	raw_pooled	0.85	5	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11661446042110477	0.11596135909393729
full	0.65	homogeneous	raw_pooled	0.85	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4031868731128677	0.40325050457474215
full	0.65	homogeneous	raw_pooled	0.85	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2421477647685743	0.2420567479374725
full	0.65	homogeneous	raw_pooled	0.85	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.12022968433509132	0.12107122248045354
full	0.65	homogeneous	source_equal	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4041262952728888	0.4061908798974637
full	0.65	homogeneous	source_equal	0.2	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23255105592182168	0.2339353393842045
full	0.65	homogeneous	source_equal	0.2	1	0.3	full_route_recovered	375	400	0.9375	0.9091176304486912	0.9591485429904449	0.10273712529207096	0.10208628177378176
full	0.65	homogeneous	source_equal	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4019936146953609	0.40355630508729723
full	0.65	homogeneous	source_equal	0.2	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23800485725895462	0.2383605757932245
full	0.65	homogeneous	source_equal	0.2	5	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11537358876179646	0.1163636806205921
full	0.65	homogeneous	source_equal	0.2	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.40495604926909834	0.40588257101479036
full	0.65	homogeneous	source_equal	0.2	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24171889728694024	0.24254907987713237
full	0.65	homogeneous	source_equal	0.2	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.12043996723662641	0.12052686532897056
full	0.65	homogeneous	source_equal	0.5	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.40102016111665617	0.40174544841755944
full	0.65	homogeneous	source_equal	0.5	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.228012563483828	0.2305247820276978
full	0.65	homogeneous	source_equal	0.5	1	0.3	full_route_recovered	316	400	0.79	0.746755449613641	0.8288925145902747	0.09538527255791104	0.09709089366232415
full	0.65	homogeneous	source_equal	0.5	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.39366689886756034	0.39496430192980414
full	0.65	homogeneous	source_equal	0.5	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2388689339972556	0.24043290686101895
full	0.65	homogeneous	source_equal	0.5	5	0.3	full_route_recovered	398	400	0.995	0.9820558553944145	0.9993939021906778	0.11275817543920898	0.11229372581301185
full	0.65	homogeneous	source_equal	0.5	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.395670411075573	0.3958659826390474
full	0.65	homogeneous	source_equal	0.5	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24066752047777265	0.2409073391377216
full	0.65	homogeneous	source_equal	0.5	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11744516935080565	0.11736993056379999
full	0.65	homogeneous	source_equal	0.85	1	0.0	full_route_recovered	397	400	0.9925	0.9782393314855828	0.9984506410500943	0.37011486348023637	0.3750789747091622
full	0.65	homogeneous	source_equal	0.85	1	0.15	full_route_recovered	341	400	0.8525	0.8138981567866328	0.8857819155110285	0.20114911989547082	0.2027968004211499
full	0.65	homogeneous	source_equal	0.85	1	0.3	full_route_recovered	152	400	0.38	0.33222583651057325	0.429563883535699	0.07352822816625706	0.07221119965306005
full	0.65	homogeneous	source_equal	0.85	5	0.0	full_route_recovered	396	400	0.99	0.9745951990926638	0.9972688040287571	0.3653282826779889	0.364526537010169
full	0.65	homogeneous	source_equal	0.85	5	0.15	full_route_recovered	375	400	0.9375	0.9091176304486912	0.9591485429904449	0.21430876875661484	0.21675739535611435
full	0.65	homogeneous	source_equal	0.85	5	0.3	full_route_recovered	293	400	0.7325	0.6862520676736651	0.7752694763999538	0.09506597518088426	0.09605278448055955
full	0.65	homogeneous	source_equal	0.85	15	0.0	full_route_recovered	397	400	0.9925	0.9782393314855828	0.9984506410500943	0.3668959761413388	0.3724843886683112
full	0.65	homogeneous	source_equal	0.85	15	0.15	full_route_recovered	390	400	0.975	0.95450572070122	0.9879478798868141	0.22282697278874142	0.2267283642268372
full	0.65	homogeneous	source_equal	0.85	15	0.3	full_route_recovered	358	400	0.895	0.8607269465681883	0.9232714126691961	0.10672453806021216	0.1097687733460246
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4041262952728888	0.4061908798974637
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23255105592182168	0.2339353393842045
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	1	0.3	full_route_recovered	375	400	0.9375	0.9091176304486912	0.9591485429904449	0.10273712529207096	0.10208628177378176
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4032360857107155	0.4044275266133054
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23884872361409862	0.2393202797911178
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	5	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11464724414415361	0.1151463701635924
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.4052408985945559	0.40479371083400095
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24196171644018236	0.24235781577186555
full	0.65	homogeneous	source_equal_dependency_collapsed	0.2	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.12050197450941226	0.1206930998611727
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.40102016111665617	0.40174544841755944
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.228012563483828	0.2305247820276978
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	1	0.3	full_route_recovered	316	400	0.79	0.746755449613641	0.8288925145902747	0.09538527255791104	0.09709089366232415
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.3967382419173356	0.3974340601519949
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.23911899057998667	0.2407856213564292
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	5	0.3	full_route_recovered	398	400	0.995	0.9820558553944145	0.9993939021906778	0.11228809229176978	0.11183930306310069
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	15	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.39747493520547467	0.39945586914246395
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	15	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.24088954265111467	0.24148993206792235
full	0.65	homogeneous	source_equal_dependency_collapsed	0.5	15	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11745799830166433	0.11697704246734114
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	1	0.0	full_route_recovered	397	400	0.9925	0.9782393314855828	0.9984506410500943	0.37011486348023637	0.3750789747091622
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	1	0.15	full_route_recovered	341	400	0.8525	0.8138981567866328	0.8857819155110285	0.20114911989547082	0.2027968004211499
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	1	0.3	full_route_recovered	152	400	0.38	0.33222583651057325	0.429563883535699	0.07352822816625706	0.07221119965306005
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	5	0.0	full_route_recovered	397	400	0.9925	0.9782393314855828	0.9984506410500943	0.3701467585552106	0.37123743832183725
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	5	0.15	full_route_recovered	376	400	0.94	0.9120375765951033	0.9611822508955742	0.2169179264848993	0.21912709022828064
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	5	0.3	full_route_recovered	287	400	0.7175	0.6706293185295464	0.7611185791212013	0.09317260516036593	0.09577430408222976
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	15	0.0	full_route_recovered	399	400	0.9975	0.9861502300379867	0.9999367074830952	0.367819275586861	0.36927568719921267
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	15	0.15	full_route_recovered	389	400	0.9725	0.9513284510919109	0.9861938697657968	0.2227916563745051	0.2279704128459333
full	0.65	homogeneous	source_equal_dependency_collapsed	0.85	15	0.3	full_route_recovered	361	400	0.9025	0.869127904567364	0.9297464309818849	0.10734865071725487	0.11024606393191574
full	0.9	dominant_adversarial	raw_pooled	0.2	1	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.36287499999999995	0.3633333333333333
full	0.9	dominant_adversarial	raw_pooled	0.2	1	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.2165416666666666	0.2199999999999999
full	0.9	dominant_adversarial	raw_pooled	0.2	1	0.3	full_route_recovered	363	400	0.9075	0.8747566869033432	0.9340340574093116	0.10544166666666661	0.1099999999999999
full	0.9	dominant_adversarial	raw_pooled	0.2	5	0.0	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.3564608584098582	0.3545949555658293
full	0.9	dominant_adversarial	raw_pooled	0.2	5	0.15	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.21747085044515452	0.21840048636159531
full	0.9	dominant_adversarial	raw_pooled	0.2	5	0.3	full_route_recovered	400	400	1.0	0.9908201954163347	1.0	0.11068924634832415	0.11059474961394214
