"study_id","study_short","evidence_layer","evidence_unit","unit_id","unit_label","functional_class","compartment","module_family","donor_class","donor_label","host_score","symbiont_score","other_score","dominance_margin","alpha_localization","source_table","source_sheet","row_ref","extractability","priority_tier","notes"
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00128","Ubiquinone biosynthesis, eukaryotes","injection","mitochondrial","M00128","symbiont","Alphaproteobacteria","0.106296","0.408043","","0.301747","0.793335","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00128","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00142","NADH:ubiquinone oxidoreductase, mitochondria","injection","mitochondrial","M00142","symbiont","Alphaproteobacteria","0.037411","0.796901","","0.75949","0.955159","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00142","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00143","NADH dehydrogenase Fe-S/flavoprotein complex, mitochondria","injection","mitochondrial","M00143","symbiont","Alphaproteobacteria","0.073976","0.596155","","0.52218","0.88961","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00143","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","R11945","NADH:ubiquinone oxidoreductase","injection","mitochondrial","R11945","symbiont","Alphaproteobacteria","0.117722","0.54513","","0.427408","0.822401","module_metrics.csv;top_taxon_profile_by_module.csv","na","R11945","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00190","Oxidative phosphorylation","injection","mitochondrial","map00190","host","Asgard","0.340923","0.244651","","-0.096273","0.417797","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00190","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00065","GPI-anchor core oligosaccharide","scaffold","membrane-associated","M00065","host","Asgard","0.585583","0.00573","","-0.579852","0.009690000000000001","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00065","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00095","C5 isoprenoid biosynthesis, mevalonate","scaffold","membrane-associated","M00095","host","Asgard","0.285274","0.027011","","-0.258263","0.086495","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00095","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00367","C10-C20 isoprenoid biosynthesis, non-plant eukaryotes","scaffold","membrane-associated","M00367","other","Actinomycetota","0.261436","3e-06","","-0.261433","1.1e-05","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00367","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","M00849","C5 isoprenoid biosynthesis, mevalonate (archaea)","scaffold","membrane-associated","M00849","other","Deltaproteobacteria","0.253248","0.032196","","-0.221052","0.112793","module_metrics.csv;top_taxon_profile_by_module.csv","na","M00849","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00563","GPI-anchor biosynthesis","scaffold","membrane-associated","map00563","host","Asgard","0.674376","0.004093","","-0.670282","0.006033","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00563","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00600","Sphingolipid metabolism","scaffold","membrane-associated","map00600","host","Asgard","0.41914","0.064277","","-0.354862","0.132964","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00600","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00603","Glycosphingolipid biosynthesis (globo/isoglobo)","scaffold","membrane-associated","map00603","host","Asgard","0.901662","0","","-0.901662","0","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00603","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00604","Glycosphingolipid biosynthesis (ganglio)","scaffold","membrane-associated","map00604","host","Asgard","0.357856","0.03868","","-0.319176","0.09754500000000001","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00604","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map04071","Sphingolipid signaling","scaffold","membrane-associated","map04071","other","Myxococcota","0.274194","0.028922","","-0.245272","0.095416","module_metrics.csv;top_taxon_profile_by_module.csv","na","map04071","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00061","Fatty acid biosynthesis","transition","membrane-associated","map00061","other","Actinomycetota","0.157052","0.098255","","-0.058797","0.38485","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00061","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00062","Fatty acid elongation","transition","membrane-associated","map00062","other","Actinomycetota","0.112264","0.095038","","-0.017226","0.458452","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00062","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00130","Ubiquinone and other terpenoid-quinone biosynthesis","transition","mitochondrial","map00130","host","Asgard","0.240386","0.14424","","-0.096146","0.375014","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00130","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00561","Glycerolipid metabolism","transition","membrane-associated","map00561","host","Asgard","0.222826","0.068754","","-0.154072","0.235798","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00561","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00564","Glycerophospholipid metabolism","transition","membrane-associated","map00564","host","Asgard","0.196123","0.065113","","-0.13101","0.24925","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00564","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map00565","Ether lipid metabolism","transition","membrane-associated","map00565","host","Asgard","0.227996","0.079703","","-0.148293","0.259029","module_metrics.csv;top_taxon_profile_by_module.csv","na","map00565","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","module_summary","functional_module","map01212","Fatty acid metabolism","transition","membrane-associated","map01212","other","Actinomycetota","0.133739","0.106823","","-0.026916","0.444056","module_metrics.csv;top_taxon_profile_by_module.csv","na","map01212","derived","A","Pooled module-level summary across standardized settings derived from Tobiasson 2026 Zenodo/EPOC-KEGG outputs."
"TOB2026","Tobiasson_2026","class_summary","functional_class","class::injection","injection","injection","multi-compartment","injection","other","Betaproteobacteria","0.135266","0.518176","","0.38291","0.77566","class_summary.csv;top_taxon_profile_by_class.csv","na","injection","derived","A","Aggregated class-level summary used for synthesis-level contrasts and robustness visualization."
"TOB2026","Tobiasson_2026","class_summary","functional_class","class::scaffold","scaffold","scaffold","multi-compartment","scaffold","other","Gammaproteobacteria","0.445863","0.022324","","-0.423539","0.060105","class_summary.csv;top_taxon_profile_by_class.csv","na","scaffold","derived","A","Aggregated class-level summary used for synthesis-level contrasts and robustness visualization."
"TOB2026","Tobiasson_2026","class_summary","functional_class","class::transition","transition","transition","multi-compartment","transition","other","Thermodesulfovibrionia","0.184341","0.093989","","-0.090351","0.343778","class_summary.csv;top_taxon_profile_by_class.csv","na","transition","derived","A","Aggregated class-level summary used for synthesis-level contrasts and robustness visualization."
"TOB2026","Tobiasson_2026","raw_variant_rerun","global_scaffold_signal","main::global_scaffold_signal","main global scaffold signal","scaffold","global","global_scaffold_signal","host","Asgard","0.2772906984298973","0.0733826316477805","","-0.2039080667821168","","raw_zenodo_manuscript_summary.csv","na","main:global","derived","A","Raw Zenodo rerun summary for overall global donor signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_all","main::oxphos_all","main oxphos_all","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.1550243132302342","0.3474301022940754","","0.1924057890638411","0.45","raw_zenodo_manuscript_summary.csv","na","main:oxphos_all","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_excl_vtype","main::oxphos_excl_vtype","main oxphos_excl_vtype","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.08100739328862711","0.4254246150539698","","0.3444172217653426","0.5510204081632653","raw_zenodo_manuscript_summary.csv","na","main:oxphos_excl_vtype","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","brite09120","main::brite09120","main BRITE 09120 Genetic Information Processing","scaffold","informational","brite09120","host","Asgard","0.3539189914409815","0.007255379321832","","-0.3466636121191495","","raw_zenodo_manuscript_summary.csv","na","main:brite09120","derived","A","Raw Zenodo rerun summary for BRITE 09120 informational scaffold signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","global_scaffold_signal","s10::global_scaffold_signal","s10 global scaffold signal","scaffold","global","global_scaffold_signal","host","Asgard","0.2527435306566499","0.0833043859161218","","-0.1694391447405281","","raw_zenodo_manuscript_summary.csv","na","s10:global","derived","A","Raw Zenodo rerun summary for overall global donor signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_all","s10::oxphos_all","s10 oxphos_all","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.1508869047504759","0.3198944188464274","","0.1690075140959515","0.3947368421052631","raw_zenodo_manuscript_summary.csv","na","s10:oxphos_all","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_excl_vtype","s10::oxphos_excl_vtype","s10 oxphos_excl_vtype","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.0655337181895025","0.3859043782909284","","0.3203706601014258","0.4761904761904761","raw_zenodo_manuscript_summary.csv","na","s10:oxphos_excl_vtype","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","brite09120","s10::brite09120","s10 BRITE 09120 Genetic Information Processing","scaffold","informational","brite09120","host","Asgard","0.3225497980546906","0.0343723108455665","","-0.2881774872091241","","raw_zenodo_manuscript_summary.csv","na","s10:brite09120","derived","A","Raw Zenodo rerun summary for BRITE 09120 informational scaffold signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","global_scaffold_signal","s25::global_scaffold_signal","s25 global scaffold signal","scaffold","global","global_scaffold_signal","host","Asgard","0.2629256152957951","0.0795737836841456","","-0.1833518316116495","","raw_zenodo_manuscript_summary.csv","na","s25:global","derived","A","Raw Zenodo rerun summary for overall global donor signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_all","s25::oxphos_all","s25 oxphos_all","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.1399997610406755","0.3019372017133311","","0.1619374406726555","0.3896103896103896","raw_zenodo_manuscript_summary.csv","na","s25:oxphos_all","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_excl_vtype","s25::oxphos_excl_vtype","s25 oxphos_excl_vtype","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.050819646191702","0.3632681958113516","","0.3124485496196495","0.46875","raw_zenodo_manuscript_summary.csv","na","s25:oxphos_excl_vtype","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","brite09120","s25::brite09120","s25 BRITE 09120 Genetic Information Processing","scaffold","informational","brite09120","host","Asgard","0.3387561462410356","0.0134402833500148","","-0.3253158628910208","","raw_zenodo_manuscript_summary.csv","na","s25:brite09120","derived","A","Raw Zenodo rerun summary for BRITE 09120 informational scaffold signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","global_scaffold_signal","s67::global_scaffold_signal","s67 global scaffold signal","scaffold","global","global_scaffold_signal","host","Asgard","0.3394621633756383","0.0520147505531188","","-0.2874474128225195","","raw_zenodo_manuscript_summary.csv","na","s67:global","derived","A","Raw Zenodo rerun summary for overall global donor signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_all","s67::oxphos_all","s67 oxphos_all","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.1459582239100707","0.2112817870478444","","0.0653235631377737","0.2535211267605634","raw_zenodo_manuscript_summary.csv","na","s67:oxphos_all","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_excl_vtype","s67::oxphos_excl_vtype","s67 oxphos_excl_vtype","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.063831028419906","0.2586380496620164","","0.1948070212421104","0.3103448275862069","raw_zenodo_manuscript_summary.csv","na","s67:oxphos_excl_vtype","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","brite09120","s67::brite09120","s67 BRITE 09120 Genetic Information Processing","scaffold","informational","brite09120","host","Asgard","0.597079032741152","0","","-0.597079032741152","","raw_zenodo_manuscript_summary.csv","na","s67:brite09120","derived","A","Raw Zenodo rerun summary for BRITE 09120 informational scaffold signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","global_scaffold_signal","gtdb::global_scaffold_signal","gtdb global scaffold signal","scaffold","global","global_scaffold_signal","host","Asgard","0.2755451389286862","0.0765987724619277","","-0.1989463664667585","","raw_zenodo_manuscript_summary.csv","na","gtdb:global","derived","A","Raw Zenodo rerun summary for overall global donor signal."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_all","gtdb::oxphos_all","gtdb oxphos_all","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.09168461295055561","0.5228836131273483","","0.4311990001767927","0.6818181818181818","raw_zenodo_manuscript_summary.csv","na","gtdb:oxphos_all","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","oxphos_excl_vtype","gtdb::oxphos_excl_vtype","gtdb oxphos_excl_vtype","injection","mitochondrial","oxidative_phosphorylation","symbiont","Alphaproteobacteria","0.0218099226151347","0.6054441836211403","","0.5836342610060055","0.7894736842105263","raw_zenodo_manuscript_summary.csv","na","gtdb:oxphos_excl_vtype","derived","A","Raw Zenodo rerun summary for oxidative phosphorylation with and without V-type filtering."
"TOB2026","Tobiasson_2026","raw_variant_rerun","brite09120","gtdb::brite09120","gtdb BRITE 09120 Genetic Information Processing","scaffold","informational","brite09120","host","Asgard","0.4110944985861077","0.0003155397785666","","-0.4107789588075411","","raw_zenodo_manuscript_summary.csv","na","gtdb:brite09120","derived","A","Raw Zenodo rerun summary for BRITE 09120 informational scaffold signal."
"TOB2026","Tobiasson_2026","compartment_summary","fe_s_compartment","fe_s::cytosolic_CIA","cytosolic_CIA","support","cytosolic","cytosolic_cia_support","host","Asgard","0.611111","0","","-0.611111","0","fe_s_compartment_summary.csv","na","cytosolic_CIA","derived","A","Fe-S compartment summary derived from marker-level donor assignments across standardized settings."
"TOB2026","Tobiasson_2026","compartment_summary","fe_s_compartment","fe_s::interface_or_upstream","interface_or_upstream","support","interface","isc_interface_or_upstream","symbiont","Alphaproteobacteria","0.206944","0.241667","","0.034722","0.241667","fe_s_compartment_summary.csv","na","interface_or_upstream","derived","A","Fe-S compartment summary derived from marker-level donor assignments across standardized settings."
"TOB2026","Tobiasson_2026","compartment_summary","fe_s_compartment","fe_s::mitochondrial_integration","mitochondrial_integration","injection","mitochondrial","mitochondrial_isc_integration","symbiont","Alphaproteobacteria","0","0.927579","","0.927579","0.927579","fe_s_compartment_summary.csv","na","mitochondrial_integration","derived","A","Fe-S compartment summary derived from marker-level donor assignments across standardized settings."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Acidobacterium_capsulatum_ATCC_51196","Acidobacteria_Acidobacterium_capsulatum_ATCC_51196","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","32","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Acidobacterium_capsulatum_ATCC_51196","direct","A","Observed sister-group frequency=32.000000; randomized expectation=35.550000; delta=-3.550000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Candidatus_Chloracidobacterium_thermophilum_B","Acidobacteria_Candidatus_Chloracidobacterium_thermophilum_B","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","24","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Candidatus_Chloracidobacterium_thermophilum_B","direct","A","Observed sister-group frequency=24.000000; randomized expectation=35.070000; delta=-11.070000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Candidatus_Koribacter_versatilis_Ellin345","Acidobacteria_Candidatus_Koribacter_versatilis_Ellin345","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","35","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Candidatus_Koribacter_versatilis_Ellin345","direct","A","Observed sister-group frequency=35.000000; randomized expectation=40.080000; delta=-5.080000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Candidatus_Solibacter_usitatus_Ellin6076","Acidobacteria_Candidatus_Solibacter_usitatus_Ellin6076","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","59","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Candidatus_Solibacter_usitatus_Ellin6076","direct","A","Observed sister-group frequency=59.000000; randomized expectation=57.080000; delta=1.920000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Granulicella_mallensis_MP5ACTX8","Acidobacteria_Granulicella_mallensis_MP5ACTX8","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","47","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Granulicella_mallensis_MP5ACTX8","direct","A","Observed sister-group frequency=47.000000; randomized expectation=45.500000; delta=1.500000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Granulicella_tundricola","Acidobacteria_Granulicella_tundricola","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","39","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Granulicella_tundricola","direct","A","Observed sister-group frequency=39.000000; randomized expectation=36.850000; delta=2.150000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Terriglobus_roseus_DSM_18391","Acidobacteria_Terriglobus_roseus_DSM_18391","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","43","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Terriglobus_roseus_DSM_18391","direct","A","Observed sister-group frequency=43.000000; randomized expectation=38.440000; delta=4.560000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Acidobacteria_Terriglobus_saanensis_SP1PR4","Acidobacteria_Terriglobus_saanensis_SP1PR4","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Acidobacteria","","","42","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Acidobacteria_Terriglobus_saanensis_SP1PR4","direct","A","Observed sister-group frequency=42.000000; randomized expectation=37.740000; delta=4.260000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Acidimicrobium_ferrooxidans_DSM_10331","Actinobacteria_Acidimicrobium_ferrooxidans_DSM_10331","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","10","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Acidimicrobium_ferrooxidans_DSM_10331","direct","A","Observed sister-group frequency=10.000000; randomized expectation=17.370000; delta=-7.370000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Acidothermus_cellulolyticus_11B","Actinobacteria_Acidothermus_cellulolyticus_11B","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","11","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Acidothermus_cellulolyticus_11B","direct","A","Observed sister-group frequency=11.000000; randomized expectation=20.740000; delta=-9.740000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Actinoplanes_missouriensis_431","Actinobacteria_Actinoplanes_missouriensis_431","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","53","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Actinoplanes_missouriensis_431","direct","A","Observed sister-group frequency=53.000000; randomized expectation=52.670000; delta=0.330000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Actinoplanes_sp_SE50-110","Actinobacteria_Actinoplanes_sp_SE50-110","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","54","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Actinoplanes_sp_SE50-110","direct","A","Observed sister-group frequency=54.000000; randomized expectation=53.460000; delta=0.540000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Actinosynnema_mirum_DSM_43827","Actinobacteria_Actinosynnema_mirum_DSM_43827","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","35","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Actinosynnema_mirum_DSM_43827","direct","A","Observed sister-group frequency=35.000000; randomized expectation=46.420000; delta=-11.420000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Amycolatopsis_mediterranei","Actinobacteria_Amycolatopsis_mediterranei","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","56","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Amycolatopsis_mediterranei","direct","A","Observed sister-group frequency=56.000000; randomized expectation=63.460000; delta=-7.460000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Amycolicicoccus_subflavus_DQS3-9A1","Actinobacteria_Amycolicicoccus_subflavus_DQS3-9A1","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","36","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Amycolicicoccus_subflavus_DQS3-9A1","direct","A","Observed sister-group frequency=36.000000; randomized expectation=41.960000; delta=-5.960000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Actinobacteria_Arcanobacterium_haemolyticum_DSM_20595","Actinobacteria_Arcanobacterium_haemolyticum_DSM_20595","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Actinobacteria","","","14","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Actinobacteria_Arcanobacterium_haemolyticum_DSM_20595","direct","A","Observed sister-group frequency=14.000000; randomized expectation=17.790000; delta=-3.790000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
