"study_id","study_short","evidence_layer","evidence_unit","unit_id","unit_label","functional_class","compartment","module_family","donor_class","donor_label","host_score","symbiont_score","other_score","dominance_margin","alpha_localization","source_table","source_sheet","row_ref","extractability","priority_tier","notes"
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Dehalococcoides_sp_VS","Chloroflexi_Dehalococcoides_sp_VS","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","10","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Dehalococcoides_sp_VS","direct","A","Observed sister-group frequency=10.000000; randomized expectation=10.150000; delta=-0.150000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Dehalogenimonas_lykanthroporepellens_BL-DC-9","Chloroflexi_Dehalogenimonas_lykanthroporepellens_BL-DC-9","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","11","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Dehalogenimonas_lykanthroporepellens_BL-DC-9","direct","A","Observed sister-group frequency=11.000000; randomized expectation=13.550000; delta=-2.550000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Herpetosiphon_aurantiacus_DSM_785","Chloroflexi_Herpetosiphon_aurantiacus_DSM_785","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","34","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Herpetosiphon_aurantiacus_DSM_785","direct","A","Observed sister-group frequency=34.000000; randomized expectation=31.650000; delta=2.350000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Roseiflexus_castenholzii_DSM_13941","Chloroflexi_Roseiflexus_castenholzii_DSM_13941","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","33","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Roseiflexus_castenholzii_DSM_13941","direct","A","Observed sister-group frequency=33.000000; randomized expectation=34.110000; delta=-1.110000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Roseiflexus_sp_RS-1","Chloroflexi_Roseiflexus_sp_RS-1","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","33","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Roseiflexus_sp_RS-1","direct","A","Observed sister-group frequency=33.000000; randomized expectation=33.390000; delta=-0.390000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Sphaerobacter_thermophilus_DSM_20745","Chloroflexi_Sphaerobacter_thermophilus_DSM_20745","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","29","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Sphaerobacter_thermophilus_DSM_20745","direct","A","Observed sister-group frequency=29.000000; randomized expectation=28.800000; delta=0.200000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Thermobaculum_terrenum_ATCC_BAA-798","Chloroflexi_Thermobaculum_terrenum_ATCC_BAA-798","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","32","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Thermobaculum_terrenum_ATCC_BAA-798","direct","A","Observed sister-group frequency=32.000000; randomized expectation=28.620000; delta=3.380000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Chloroflexi_Thermomicrobium_roseum_DSM_5159","Chloroflexi_Thermomicrobium_roseum_DSM_5159","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Chloroflexi","","","16","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Chloroflexi_Thermomicrobium_roseum_DSM_5159","direct","A","Observed sister-group frequency=16.000000; randomized expectation=19.160000; delta=-3.160000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Acaryochloris_marina_MBIC11017","Cyanobacteria_Acaryochloris_marina_MBIC11017","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","216","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Acaryochloris_marina_MBIC11017","direct","A","Observed sister-group frequency=216.000000; randomized expectation=125.460000; delta=90.540000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Anabaena_variabilis_ATCC_29413","Cyanobacteria_Anabaena_variabilis_ATCC_29413","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","196","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Anabaena_variabilis_ATCC_29413","direct","A","Observed sister-group frequency=196.000000; randomized expectation=120.610000; delta=75.390000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanobacterium_UCYN-A","Cyanobacteria_Cyanobacterium_UCYN-A","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","105","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanobacterium_UCYN-A","direct","A","Observed sister-group frequency=105.000000; randomized expectation=55.640000; delta=49.360000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanothece_sp_ATCC_51142_lin-circ","Cyanobacteria_Cyanothece_sp_ATCC_51142_lin-circ","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","189","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanothece_sp_ATCC_51142_lin-circ","direct","A","Observed sister-group frequency=189.000000; randomized expectation=121.310000; delta=67.690000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanothece_sp_PCC_7424","Cyanobacteria_Cyanothece_sp_PCC_7424","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","184","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanothece_sp_PCC_7424","direct","A","Observed sister-group frequency=184.000000; randomized expectation=118.390000; delta=65.610000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanothece_sp_PCC_7425","Cyanobacteria_Cyanothece_sp_PCC_7425","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","182","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanothece_sp_PCC_7425","direct","A","Observed sister-group frequency=182.000000; randomized expectation=110.970000; delta=71.030000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanothece_sp_PCC_7822","Cyanobacteria_Cyanothece_sp_PCC_7822","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","190","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanothece_sp_PCC_7822","direct","A","Observed sister-group frequency=190.000000; randomized expectation=117.380000; delta=72.620000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanothece_sp_PCC_8801","Cyanobacteria_Cyanothece_sp_PCC_8801","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","174","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanothece_sp_PCC_8801","direct","A","Observed sister-group frequency=174.000000; randomized expectation=110.430000; delta=63.570000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Cyanothece_sp_PCC_8802","Cyanobacteria_Cyanothece_sp_PCC_8802","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","173","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Cyanothece_sp_PCC_8802","direct","A","Observed sister-group frequency=173.000000; randomized expectation=111.140000; delta=61.860000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Gloeobacter_violaceus_PCC_7421","Cyanobacteria_Gloeobacter_violaceus_PCC_7421","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","122","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Gloeobacter_violaceus_PCC_7421","direct","A","Observed sister-group frequency=122.000000; randomized expectation=88.590000; delta=33.410000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Microcystis_aeruginosa_NIES-843","Cyanobacteria_Microcystis_aeruginosa_NIES-843","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","171","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Microcystis_aeruginosa_NIES-843","direct","A","Observed sister-group frequency=171.000000; randomized expectation=103.010000; delta=67.990000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Nostoc_azollae_0708","Cyanobacteria_Nostoc_azollae_0708","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","160","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Nostoc_azollae_0708","direct","A","Observed sister-group frequency=160.000000; randomized expectation=94.010000; delta=65.990000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Nostoc_punctiforme_PCC_73102","Cyanobacteria_Nostoc_punctiforme_PCC_73102","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","211","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Nostoc_punctiforme_PCC_73102","direct","A","Observed sister-group frequency=211.000000; randomized expectation=124.450000; delta=86.550000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Nostoc_sp_PCC_7120","Cyanobacteria_Nostoc_sp_PCC_7120","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","197","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Nostoc_sp_PCC_7120","direct","A","Observed sister-group frequency=197.000000; randomized expectation=119.040000; delta=77.960000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Prochlorococcus_marinus","Cyanobacteria_Prochlorococcus_marinus","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","111","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Prochlorococcus_marinus","direct","A","Observed sister-group frequency=111.000000; randomized expectation=109.460000; delta=1.540000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_elongatus","Cyanobacteria_Synechococcus_elongatus","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","145","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_elongatus","direct","A","Observed sister-group frequency=145.000000; randomized expectation=100.020000; delta=44.980000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_CC9311","Cyanobacteria_Synechococcus_sp_CC9311","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","100","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_CC9311","direct","A","Observed sister-group frequency=100.000000; randomized expectation=87.050000; delta=12.950000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_CC9605","Cyanobacteria_Synechococcus_sp_CC9605","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","99","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_CC9605","direct","A","Observed sister-group frequency=99.000000; randomized expectation=83.220000; delta=15.780000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_CC9902","Cyanobacteria_Synechococcus_sp_CC9902","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","99","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_CC9902","direct","A","Observed sister-group frequency=99.000000; randomized expectation=83.140000; delta=15.860000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_JA-2-3Ba-2-13","Cyanobacteria_Synechococcus_sp_JA-2-3Ba-2-13","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","136","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_JA-2-3Ba-2-13","direct","A","Observed sister-group frequency=136.000000; randomized expectation=87.140000; delta=48.860000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_JA-3-3Ab","Cyanobacteria_Synechococcus_sp_JA-3-3Ab","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","133","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_JA-3-3Ab","direct","A","Observed sister-group frequency=133.000000; randomized expectation=87.260000; delta=45.740000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_PCC_7002","Cyanobacteria_Synechococcus_sp_PCC_7002","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","163","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_PCC_7002","direct","A","Observed sister-group frequency=163.000000; randomized expectation=105.160000; delta=57.840000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_RCC307","Cyanobacteria_Synechococcus_sp_RCC307","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","95","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_RCC307","direct","A","Observed sister-group frequency=95.000000; randomized expectation=82.880000; delta=12.120000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_WH_7803","Cyanobacteria_Synechococcus_sp_WH_7803","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","103","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_WH_7803","direct","A","Observed sister-group frequency=103.000000; randomized expectation=87.200000; delta=15.800000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechococcus_sp_WH_8102","Cyanobacteria_Synechococcus_sp_WH_8102","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","99","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechococcus_sp_WH_8102","direct","A","Observed sister-group frequency=99.000000; randomized expectation=84.440000; delta=14.560000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechocystis_sp_PCC_6803","Cyanobacteria_Synechocystis_sp_PCC_6803","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","163","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechocystis_sp_PCC_6803","direct","A","Observed sister-group frequency=163.000000; randomized expectation=101.910000; delta=61.090000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_GT-I","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_GT-I","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","163","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_GT-I","direct","A","Observed sister-group frequency=163.000000; randomized expectation=99.890000; delta=63.110000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_PCC-N","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_PCC-N","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","163","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_PCC-N","direct","A","Observed sister-group frequency=163.000000; randomized expectation=99.380000; delta=63.620000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_PCC-P","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_PCC-P","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","163","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Synechocystis_sp_PCC_6803_substr_PCC-P","direct","A","Observed sister-group frequency=163.000000; randomized expectation=100.970000; delta=62.030000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Thermosynechococcus_elongatus_BP-1","Cyanobacteria_Thermosynechococcus_elongatus_BP-1","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","149","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Thermosynechococcus_elongatus_BP-1","direct","A","Observed sister-group frequency=149.000000; randomized expectation=85.080000; delta=63.920000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Cyanobacteria_Trichodesmium_erythraeum_IMS101","Cyanobacteria_Trichodesmium_erythraeum_IMS101","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Cyanobacteria","","","183","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Cyanobacteria_Trichodesmium_erythraeum_IMS101","direct","A","Observed sister-group frequency=183.000000; randomized expectation=115.660000; delta=67.340000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Deinococcus-Thermus_Deinococcus_deserti_VCD115","Deinococcus-Thermus_Deinococcus_deserti_VCD115","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Deinococcus","","","27","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Deinococcus-Thermus_Deinococcus_deserti_VCD115","direct","A","Observed sister-group frequency=27.000000; randomized expectation=29.720000; delta=-2.720000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Deinococcus-Thermus_Deinococcus_geothermalis_DSM_11300","Deinococcus-Thermus_Deinococcus_geothermalis_DSM_11300","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Deinococcus","","","19","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Deinococcus-Thermus_Deinococcus_geothermalis_DSM_11300","direct","A","Observed sister-group frequency=19.000000; randomized expectation=25.980000; delta=-6.980000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Deinococcus-Thermus_Deinococcus_gobiensis_I-0","Deinococcus-Thermus_Deinococcus_gobiensis_I-0","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Deinococcus","","","26","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Deinococcus-Thermus_Deinococcus_gobiensis_I-0","direct","A","Observed sister-group frequency=26.000000; randomized expectation=33.590000; delta=-7.590000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Deinococcus-Thermus_Deinococcus_maricopensis_DSM_21211","Deinococcus-Thermus_Deinococcus_maricopensis_DSM_21211","transition","global_donor_frequency","ku2015_sister_group_occurrence","other","Deinococcus","","","30","","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Deinococcus-Thermus_Deinococcus_maricopensis_DSM_21211","direct","A","Observed sister-group frequency=30.000000; randomized expectation=31.970000; delta=-1.970000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
